,president,subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,approve,disapprove,adjusted_approve,adjusted_disapprove,multiversions,tracking,url,poll_id,question_id,createddate,timestamp,datenumber
1498,Donald Trump,All polls,10/26/2018,2/26/2018,2/28/2018,SurveyMonkey,D-,2857.0,a,0.0320518,0.0,44.0,55.0,41.68448,53.73281,,,http://msnbcmedia.msn.com/i/TODAY/z_Creative/NBC%20News%20SurveyMonkey%20Poll%20Toplines%20n%20Methodology%203.8.pdf,50999,80679,3/8/2018,09:39:46 26 Oct 2018,736753.0
1499,Donald Trump,All polls,10/26/2018,2/26/2018,2/28/2018,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.13510940000000002,0.0,49.0,50.0,43.67122,50.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50974,80622,3/1/2018,09:39:46 26 Oct 2018,736753.0
1500,Donald Trump,All polls,10/26/2018,2/27/2018,3/1/2018,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.1353645,0.0,49.0,50.0,43.67122,50.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50978,80628,3/2/2018,09:39:46 26 Oct 2018,736754.0
1501,Donald Trump,All polls,10/26/2018,2/27/2018,2/28/2018,Zogby Interactive/JZ Analytics,C,869.0,lv,0.9005114,0.0,48.0,49.4,45.81408,50.5689,,,https://zogbyanalytics.com/images/za030118/Frequencies-Zogby-Voters-022818.pdf,50975,80624,3/1/2018,09:39:46 26 Oct 2018,736753.0
1502,Donald Trump,All polls,10/26/2018,2/26/2018,3/2/2018,Ipsos,B+,1527.0,a,0.1363841,0.0,39.6,55.5,40.058,54.231590000000004,,T,http://polling.reuters.com/#poll/CP3_2/,50990,80663,3/6/2018,09:39:46 26 Oct 2018,736755.0
1503,Donald Trump,All polls,10/26/2018,2/22/2018,3/7/2018,icitizen,,6378.0,a,1.47222,0.0,50.0,50.0,51.74628,44.04888,,,https://projects.fivethirtyeight.com.s3.amazonaws.com/polls/20180319_icitizen_national.pdf,51037,80755,3/19/2018,09:39:46 26 Oct 2018,736760.0
1504,Donald Trump,All polls,10/26/2018,2/26/2018,3/4/2018,Gallup,B,1500.0,a,0.8357898000000001,0.0,39.0,55.0,40.03185,53.224630000000005,,,http://news.gallup.com/poll/203207/trump-job-approval-weekly.aspx,50984,80644,3/5/2018,09:39:46 26 Oct 2018,736757.0
1505,Donald Trump,All polls,10/26/2018,2/27/2018,3/3/2018,Ipsos,B+,1532.0,a,0.1346395,0.0,40.3,54.2,40.758,52.93159,,T,http://polling.reuters.com/#poll/CP3_2/,50989,80662,3/6/2018,09:39:46 26 Oct 2018,736756.0
1506,Donald Trump,All polls,10/26/2018,2/28/2018,3/4/2018,Ipsos,B+,1599.0,a,0.1383211,0.0,40.8,53.3,41.258,52.03159,,T,http://polling.reuters.com/#poll/CP3_2/,50988,80661,3/6/2018,09:39:46 26 Oct 2018,736757.0
1507,Donald Trump,All polls,10/26/2018,2/28/2018,3/4/2018,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.0812957,0.0,48.0,52.0,42.67122,52.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50982,80641,3/5/2018,09:39:46 26 Oct 2018,736757.0
1508,Donald Trump,All polls,10/26/2018,3/1/2018,3/5/2018,Ipsos,B+,2050.0,a,0.1746179,0.0,40.0,53.8,40.458,52.53159,,T,http://polling.reuters.com/#poll/CP3_2/,50987,80660,3/6/2018,09:39:46 26 Oct 2018,736758.0
1509,Donald Trump,All polls,10/26/2018,3/1/2018,3/5/2018,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.2425136,0.0,48.0,52.0,42.67122,52.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50986,80647,3/6/2018,09:39:46 26 Oct 2018,736758.0
1510,Donald Trump,All polls,10/26/2018,3/1/2018,3/5/2018,Morning Consult,B-,1993.0,rv,0.7489759,0.0,43.0,53.0,39.96395,55.15501999999999,,,https://morningconsult.com/wp-content/uploads/2018/03/180303_crosstabs_POLITICO_v1_DK-1.pdf,50991,80664,3/7/2018,09:39:46 26 Oct 2018,736758.0
1511,Donald Trump,All polls,10/26/2018,3/1/2018,3/7/2018,SurveyMonkey,D-,21603.0,a,0.2335324,0.0,42.0,56.0,39.68448,54.73281,,,https://drive.google.com/file/d/17S55ZOrMPwG4jWe1SD9EcFJShrAUHVoZ/view,51000,80680,3/8/2018,09:39:46 26 Oct 2018,736760.0
1512,Donald Trump,All polls,10/26/2018,3/2/2018,3/5/2018,Monmouth University,A+,803.0,a,1.729901,0.0,39.0,54.0,39.15524,55.72755,,,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_030718.pdf/,50994,80670,3/7/2018,09:39:46 26 Oct 2018,736758.0
1513,Donald Trump,All polls,10/26/2018,3/2/2018,3/6/2018,Ipsos,B+,2930.0,a,0.2460768,0.0,40.2,53.6,40.658,52.331579999999995,,T,http://polling.reuters.com/#poll/CP3_2/,51004,80695,3/9/2018,09:39:46 26 Oct 2018,736759.0
1514,Donald Trump,All polls,10/26/2018,3/3/2018,3/5/2018,Quinnipiac University,A-,1122.0,rv,1.476582,0.0,38.0,56.0,39.72704,54.528909999999996,,,https://poll.qu.edu/images/polling/us/us03072018_uplm87.pdf/,50995,80672,3/7/2018,09:39:46 26 Oct 2018,736758.0
1515,Donald Trump,All polls,10/26/2018,3/4/2018,3/6/2018,YouGov,B,1500.0,a,0.9116957,0.0,40.0,50.0,40.98506,52.46565,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/zq33h2ipcl/econTabReport.pdf,50992,80666,3/7/2018,09:39:46 26 Oct 2018,736759.0
1516,Donald Trump,All polls,10/26/2018,3/4/2018,3/6/2018,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.1346041,0.0,46.0,53.0,40.67122,53.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50993,80669,3/7/2018,09:39:46 26 Oct 2018,736759.0
1517,Donald Trump,All polls,10/26/2018,3/3/2018,3/7/2018,Ipsos,B+,3378.0,a,0.2808051,0.0,40.3,53.6,40.758,52.331579999999995,,T,http://polling.reuters.com/#poll/CP3_2/,51003,80694,3/9/2018,09:39:46 26 Oct 2018,736760.0
1518,Donald Trump,All polls,10/26/2018,3/5/2018,3/6/2018,Marist College,A,1050.0,a,1.776602,0.0,42.0,50.0,43.05761,51.019009999999994,,,"http://maristpoll.marist.edu/wp-content/misc/usapolls/us180305/Marist%20Poll%20National%20Nature%20of%20the%20Sample%20and%20Tables_March%208,%202018.pdf#page=3",50998,80677,3/8/2018,09:39:46 26 Oct 2018,736759.0
1519,Donald Trump,All polls,10/26/2018,3/4/2018,3/8/2018,Ipsos,B+,3447.0,a,0.2851261,0.0,40.8,53.5,41.258,52.231590000000004,,T,http://polling.reuters.com/#poll/CP3_2/,51002,80693,3/9/2018,09:39:46 26 Oct 2018,736761.0
1520,Donald Trump,All polls,10/26/2018,3/4/2018,3/8/2018,Lake Research Partners/The Tarrance Group,,1000.0,rv,1.244805,0.0,42.0,55.0,41.09707,54.81397,,,https://mediarelations.gwu.edu/sites/mediarelations.gwu.edu/files/GWBattlegroundPoll63-questionnaire.pdf,51011,80702,3/13/2018,09:39:46 26 Oct 2018,736761.0
1521,Donald Trump,All polls,10/26/2018,3/5/2018,3/7/2018,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.13510940000000002,0.0,45.0,54.0,39.67122,54.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50997,80676,3/8/2018,09:39:46 26 Oct 2018,736760.0
1522,Donald Trump,All polls,10/26/2018,3/6/2018,3/8/2018,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.1353645,0.0,44.0,54.0,38.67122,54.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,51001,80682,3/9/2018,09:39:46 26 Oct 2018,736761.0
1523,Donald Trump,All polls,10/26/2018,3/5/2018,3/9/2018,Ipsos,B+,3420.0,a,0.28309559999999995,0.0,39.8,54.2,40.258,52.93159,,T,http://polling.reuters.com/#poll/CP3_2/,51015,80719,3/13/2018,09:39:46 26 Oct 2018,736762.0
1524,Donald Trump,All polls,10/26/2018,3/6/2018,3/8/2018,SurveyMonkey,D-,3107.0,a,0.0380836,0.0,43.0,55.0,40.68448,53.73281,,,https://docs.google.com/spreadsheets/d/1PZ-ITv4o5A3-K4_CQLzerggaIYWsrx-qpzgtTBKLSak/edit?stream=top-stories#gid=1266128960,51008,80699,3/12/2018,09:39:46 26 Oct 2018,736761.0
1525,Donald Trump,All polls,10/26/2018,3/5/2018,3/11/2018,Gallup,B,1500.0,a,0.8326325000000001,0.0,39.0,56.0,40.03185,54.224630000000005,,,http://news.gallup.com/poll/203207/trump-job-approval-weekly.aspx,51007,80698,3/12/2018,09:39:46 26 Oct 2018,736764.0
1526,Donald Trump,All polls,10/26/2018,3/6/2018,3/10/2018,Ipsos,B+,2823.0,a,0.2351732,0.0,40.1,54.1,40.558,52.83158,,T,http://polling.reuters.com/#poll/CP3_2/,51014,80718,3/13/2018,09:39:46 26 Oct 2018,736763.0
1527,Donald Trump,All polls,10/26/2018,3/7/2018,3/11/2018,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.0812957,0.0,45.0,53.0,39.67122,53.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,51006,80697,3/12/2018,09:39:46 26 Oct 2018,736764.0
1528,Donald Trump,All polls,10/26/2018,3/7/2018,3/11/2018,Ipsos,B+,1861.0,a,0.1565531,0.0,38.8,55.2,39.258,53.93159,,T,http://polling.reuters.com/#poll/CP3_2/,51013,80717,3/13/2018,09:39:46 26 Oct 2018,736764.0
1529,Donald Trump,All polls,10/26/2018,3/8/2018,3/11/2018,CBS News,A-,1223.0,a,1.985041,0.0,38.0,57.0,39.27867,56.30347,,,https://www.cbsnews.com/news/approval-of-trumps-handling-of-north-korea-increases-cbs-news-poll/,51009,80700,3/13/2018,09:39:46 26 Oct 2018,736764.0
1530,Donald Trump,All polls,10/26/2018,3/8/2018,3/12/2018,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.2425136,0.0,48.0,51.0,42.67122,51.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,51010,80701,3/13/2018,09:39:46 26 Oct 2018,736765.0
1531,Donald Trump,All polls,10/26/2018,3/8/2018,3/12/2018,Ipsos,B+,1469.0,a,0.1246675,0.0,40.9,54.0,41.35801,52.731590000000004,,T,http://polling.reuters.com/#poll/CP3_2/,51012,80716,3/13/2018,09:39:46 26 Oct 2018,736765.0
1532,Donald Trump,All polls,10/26/2018,3/9/2018,3/11/2018,Public Policy Polling,B,584.0,rv,0.8759395000000001,0.0,43.0,49.0,42.32967,49.34305,,,https://www.socialsecurityworks.org/wp-content/uploads/2018/03/Nat-Social-Security-March-18-2-Results.pdf,51035,80753,3/19/2018,09:39:46 26 Oct 2018,736764.0
1533,Donald Trump,All polls,10/26/2018,3/8/2018,3/12/2018,Morning Consult,B-,1997.0,rv,0.7585377,0.0,44.0,52.0,40.96395,54.15501999999999,,,https://morningconsult.com/wp-content/uploads/2018/03/180312_crosstabs_POLITICO_v1_DK-2.pdf,51016,80720,3/14/2018,09:39:46 26 Oct 2018,736765.0
1534,Donald Trump,All polls,10/26/2018,3/8/2018,3/13/2018,Kaiser Family Foundation,,1212.0,a,1.586907,0.0,41.0,56.0,41.722840000000005,54.3086,,,http://files.kff.org/attachment/Topline-Kaiser-Health-Tracking-Poll-March-2018,51054,80792,3/23/2018,09:39:46 26 Oct 2018,736766.0
1535,Donald Trump,All polls,10/26/2018,3/7/2018,3/14/2018,Pew Research Center,B-,1466.0,a,1.522669,0.0,39.0,54.0,40.92552,51.12689,,,http://assets.pewresearch.org/wp-content/uploads/sites/12/2018/03/15130824/03-15-18-political-topline-for-release.pdf,51020,80727,3/15/2018,09:39:46 26 Oct 2018,736767.0
1536,Donald Trump,All polls,10/26/2018,3/8/2018,3/14/2018,SurveyMonkey,D-,18255.0,a,0.1820251,0.0,44.0,54.0,41.68448,52.73281,,,https://drive.google.com/file/d/19n1KmsMZAdzi2AGNcvkutlELKCCgamCE/view,51021,80728,3/15/2018,09:39:46 26 Oct 2018,736767.0
1537,Donald Trump,All polls,10/26/2018,3/9/2018,3/13/2018,Ipsos,B+,1414.0,a,0.12073699999999998,0.0,38.8,56.0,39.258,54.731590000000004,,T,http://polling.reuters.com/#poll/CP3_2/,51032,80743,3/16/2018,09:39:46 26 Oct 2018,736766.0
1538,Donald Trump,All polls,10/26/2018,3/10/2018,3/14/2018,Ipsos,B+,1485.0,a,0.1271971,0.0,38.6,56.4,39.058,55.13159,,T,http://polling.reuters.com/#poll/CP3_2/,51031,80742,3/16/2018,09:39:46 26 Oct 2018,736767.0
1539,Donald Trump,All polls,10/26/2018,3/11/2018,3/13/2018,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.1346041,0.0,47.0,52.0,41.67122,52.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,51017,80722,3/14/2018,09:39:46 26 Oct 2018,736766.0
1540,Donald Trump,All polls,10/26/2018,3/10/2018,3/13/2018,YouGov,B,1500.0,a,0.9116957,0.0,39.0,52.0,39.98506,54.46565,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/y3tke5cxwy/econTabReport.pdf,51018,80723,3/14/2018,09:39:46 26 Oct 2018,736766.0
1541,Donald Trump,All polls,10/26/2018,3/10/2018,3/14/2018,NBC News/Wall Street Journal,A-,1100.0,a,1.492184,0.0,43.0,53.0,42.27756,53.61168000000001,,,http://msnbcmedia.msn.com/i/TODAY/z_Creative/18164%20NBCWSJ%20March%202018%20Social%20Trends%20Poll%20(Political%20Data%20Release).pdf,51033,80750,3/18/2018,09:39:46 26 Oct 2018,736767.0
1542,Donald Trump,All polls,10/26/2018,3/12/2018,3/14/2018,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.13510940000000002,0.0,46.0,53.0,40.67122,53.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,51019,80726,3/15/2018,09:39:46 26 Oct 2018,736767.0
1543,Donald Trump,All polls,10/26/2018,3/11/2018,3/15/2018,Ipsos,B+,1565.0,a,0.1341018,0.0,38.0,56.9,38.458,55.63159,,T,http://polling.reuters.com/#poll/CP3_2/,51030,80741,3/16/2018,09:39:46 26 Oct 2018,736768.0
1544,Donald Trump,All polls,10/26/2018,3/12/2018,3/16/2018,Ipsos,B+,1687.0,a,0.14435320000000001,0.0,38.9,56.5,39.35801,55.231590000000004,,T,http://polling.reuters.com/#poll/CP3_2/,51042,80764,3/20/2018,09:39:46 26 Oct 2018,736769.0
1545,Donald Trump,All polls,10/26/2018,3/13/2018,3/15/2018,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.1353645,0.0,47.0,52.0,41.67122,52.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,51022,80730,3/16/2018,09:39:46 26 Oct 2018,736768.0
1546,Donald Trump,All polls,10/26/2018,3/12/2018,3/18/2018,Gallup,B,1500.0,a,0.8326325000000001,0.0,40.0,56.0,41.03185,54.224630000000005,,,http://news.gallup.com/poll/203207/trump-job-approval-weekly.aspx,51036,80754,3/19/2018,09:39:46 26 Oct 2018,736771.0
1547,Donald Trump,All polls,10/26/2018,3/13/2018,3/17/2018,Ipsos,B+,1616.0,a,0.1379996,0.0,38.2,56.7,38.658,55.43159,,T,http://polling.reuters.com/#poll/CP3_2/,51041,80761,3/20/2018,09:39:46 26 Oct 2018,736770.0
1548,Donald Trump,All polls,10/26/2018,3/8/2018,3/21/2018,icitizen,,1662.0,rv,0.807245,0.0,42.0,58.0,43.74628,52.04888,,,https://projects.fivethirtyeight.com.s3.amazonaws.com/polls/20180327_icitizen_national.pdf,51066,80816,3/27/2018,09:39:46 26 Oct 2018,736774.0
1549,Donald Trump,All polls,10/26/2018,3/14/2018,3/18/2018,Ipsos,B+,1556.0,a,0.13235750000000002,0.0,39.0,56.1,39.458,54.83158,,T,http://polling.reuters.com/#poll/CP3_2/,51040,80763,3/20/2018,09:39:46 26 Oct 2018,736771.0
1550,Donald Trump,All polls,10/26/2018,3/14/2018,3/18/2018,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.0812957,0.0,47.0,52.0,41.67122,52.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,51034,80752,3/19/2018,09:39:46 26 Oct 2018,736771.0
1551,Donald Trump,All polls,10/26/2018,3/15/2018,3/19/2018,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.2425136,0.0,47.0,52.0,41.67122,52.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,51038,80756,3/20/2018,09:39:46 26 Oct 2018,736772.0
1552,Donald Trump,All polls,10/26/2018,3/14/2018,3/19/2018,McLaughlin & Associates,C-,1000.0,lv,0.8543829,0.0,46.0,53.0,41.9564,54.8624,,,http://mclaughlinonline.com/2018/03/20/march-2018-national-survey-results/,51047,80779,3/21/2018,09:39:46 26 Oct 2018,736772.0
1553,Donald Trump,All polls,10/26/2018,3/15/2018,3/19/2018,Ipsos,B+,1548.0,a,0.1308046,0.0,39.7,55.0,40.158,53.731590000000004,,T,http://polling.reuters.com/#poll/CP3_2/,51039,80762,3/20/2018,09:39:46 26 Oct 2018,736772.0
1554,Donald Trump,All polls,10/26/2018,3/14/2018,3/19/2018,AP-NORC,,1122.0,a,1.2815,0.0,42.0,58.0,43.54074,53.66486999999999,,,http://apnorc.org/PDFs/March_2018_poll_economy/March%202018%20AP-NORC%20Poll%20Topline_economy.pdf,51061,80809,3/26/2018,09:39:46 26 Oct 2018,736772.0
1555,Donald Trump,All polls,10/26/2018,3/15/2018,3/19/2018,Morning Consult,B-,1994.0,rv,0.8021670999999999,0.0,43.0,51.0,39.96395,53.15501999999999,,,https://morningconsult.com/wp-content/uploads/2018/03/180322_crosstabs_POLITICO_v1_DK.pdf,51044,80774,3/21/2018,09:39:46 26 Oct 2018,736772.0
1556,Donald Trump,All polls,10/26/2018,3/16/2018,3/20/2018,Ipsos,B+,1625.0,a,0.1360069,0.0,40.6,54.3,41.058,53.03159,,T,http://polling.reuters.com/#poll/CP3_2/,51057,80798,3/23/2018,09:39:46 26 Oct 2018,736773.0
1557,Donald Trump,All polls,10/26/2018,3/15/2018,3/21/2018,SurveyMonkey,D-,55372.0,a,0.4586197,0.0,43.0,54.0,40.68448,52.73281,,,https://drive.google.com/file/d/1D5LtwhhzowopN7ZwlnU5lUN6a7k7oPOA/view,51051,80786,3/23/2018,09:39:46 26 Oct 2018,736774.0
1558,Donald Trump,All polls,10/26/2018,3/16/2018,3/20/2018,Quinnipiac University,A-,1291.0,rv,1.731815,0.0,40.0,53.0,41.72704,51.528909999999996,,,https://poll.qu.edu/national/release-detail?ReleaseID=2529,51045,80776,3/21/2018,09:39:46 26 Oct 2018,736773.0
1559,Donald Trump,All polls,10/26/2018,3/17/2018,3/21/2018,Ipsos,B+,2274.0,a,0.1881049,0.0,39.8,55.4,40.258,54.13159,,T,http://polling.reuters.com/#poll/CP3_2/,51056,80797,3/23/2018,09:39:46 26 Oct 2018,736774.0
1560,Donald Trump,All polls,10/26/2018,3/17/2018,3/20/2018,American Research Group,C+,1100.0,a,1.135721,0.0,39.0,56.0,41.0898,53.37186,,,http://americanresearchgroup.com/economy/,51046,80778,3/21/2018,09:39:46 26 Oct 2018,736773.0
1561,Donald Trump,All polls,10/26/2018,3/17/2018,3/20/2018,Hart Research/Public Opinion Strategies,A-,800.0,a,1.104199,0.0,39.0,50.0,38.27756,50.61168,,,https://www.cnbc.com/2018/03/27/cnbc-all-america-economic-survey-cnbcs-steve-liesman-trumps-approval-rating-dips-amid-opposition-to-tariffs-and-little-change-from-tax-cuts.html,51067,80817,3/27/2018,09:39:46 26 Oct 2018,736773.0
1562,Donald Trump,All polls,10/26/2018,3/18/2018,3/20/2018,YouGov,B,1500.0,a,0.9116957,0.0,37.0,52.0,37.98506,54.46565,,,http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/p86tnmatk6/econTabReport.pdf,51048,80781,3/21/2018,09:39:46 26 Oct 2018,736773.0
1563,Donald Trump,All polls,10/26/2018,3/18/2018,3/20/2018,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.1346041,0.0,46.0,52.0,40.67122,52.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,51043,80773,3/21/2018,09:39:46 26 Oct 2018,736773.0
1564,Donald Trump,All polls,10/26/2018,3/18/2018,3/21/2018,Fox News,A,1014.0,rv,1.822416,0.0,45.0,52.0,43.1885,52.89617,,,http://www.foxnews.com/politics/2018/03/25/fox-news-poll-gap-narrows-on-2018-vote-preference.html,51058,80799,3/25/2018,09:39:46 26 Oct 2018,736774.0
1565,Donald Trump,All polls,10/26/2018,3/18/2018,3/22/2018,Ipsos,B+,3354.0,a,0.27451240000000005,0.0,38.5,57.0,38.958,55.731590000000004,,T,http://polling.reuters.com/#poll/CP3_2/,51055,80796,3/23/2018,09:39:46 26 Oct 2018,736775.0
1566,Donald Trump,All polls,10/26/2018,3/19/2018,3/21/2018,Marist College,A,1271.0,a,2.166372,0.0,40.0,51.0,41.05761,52.019009999999994,,,http://maristpoll.marist.edu/wp-content/misc/usapolls/us180320_KOC/Marist%20Poll%20National%20Nature%20of%20the%20Sample%20and%20Tables_March%2023.%202018.pdf#page=3,51052,80788,3/23/2018,09:39:46 26 Oct 2018,736774.0
1567,Donald Trump,All polls,10/26/2018,3/19/2018,3/21/2018,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.13510940000000002,0.0,47.0,52.0,41.67122,52.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,51049,80784,3/22/2018,09:39:46 26 Oct 2018,736774.0
1568,Donald Trump,All polls,10/26/2018,3/19/2018,3/23/2018,Ipsos,B+,3443.0,a,0.2803433,0.0,38.2,57.2,38.658,55.93159,,T,http://polling.reuters.com/#poll/CP3_2/,51205,81000,3/27/2018,09:39:46 26 Oct 2018,736776.0
1569,Donald Trump,All polls,10/26/2018,3/20/2018,3/22/2018,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.1353645,0.0,46.0,52.0,40.67122,52.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,51050,80785,3/23/2018,09:39:46 26 Oct 2018,736775.0
1570,Donald Trump,All polls,10/26/2018,3/21/2018,3/23/2018,SurveyMonkey,D-,2878.0,a,0.029219099999999998,0.0,45.0,54.0,42.68448,52.73281,,,https://drive.google.com/file/d/10bnbguN1jxDJ8jgyPqMfEoS4ZvpShFre/view,51060,80808,3/26/2018,09:39:46 26 Oct 2018,736776.0
1571,Donald Trump,All polls,10/26/2018,3/20/2018,3/24/2018,Ipsos,B+,3383.0,a,0.2757018,0.0,38.3,57.4,38.758,56.13159,,T,http://polling.reuters.com/#poll/CP3_2/,51204,80999,3/27/2018,09:39:46 26 Oct 2018,736777.0
1572,Donald Trump,All polls,10/26/2018,3/19/2018,3/25/2018,Gallup,B,1500.0,a,0.8195857,0.0,39.0,55.0,40.03185,53.224630000000005,,,http://news.gallup.com/poll/203207/trump-job-approval-weekly.aspx,51062,80810,3/26/2018,09:39:46 26 Oct 2018,736778.0
1573,Donald Trump,All polls,10/26/2018,3/21/2018,3/25/2018,Ipsos,B+,3329.0,a,0.2731643,0.0,38.1,57.4,38.558,56.13159,,T,http://polling.reuters.com/#poll/CP3_2/,51203,80998,3/27/2018,09:39:46 26 Oct 2018,736778.0
1574,Donald Trump,All polls,10/26/2018,3/21/2018,3/25/2018,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.0812957,0.0,46.0,52.0,40.67122,52.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,51059,80807,3/26/2018,09:39:46 26 Oct 2018,736778.0
